outline_order,outline_id,document_id,filename,product_model,heading_block_id,heading_text,section_path,parent_section_path,parent_outline_id,depth,is_leaf_outline,child_outline_count,descendant_outline_count,direct_text_block_count,descendant_text_block_count,direct_question_candidate_count,descendant_question_candidate_count,direct_char_count,descendant_char_count,direct_token_estimate,descendant_token_estimate,page_start,page_end,page_bin,table_figure_block_count,exact_duplicate_block_count,template_duplicate_block_count,direct_block_ids,descendant_block_ids,direct_source_frame_ids,question_outline_allowed,review_reason
152,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4fdf3519caf165b3,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,0d8fd4e5-0844-5919-af27-c5b746bf3d38,Set up port forwarding to a local server,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > Set up port forwarding to a local server,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:47c6784e46f38136,3,True,0,0,1,1,1,1,1328,1328,332,332,139,140,P5,0,0,1,c7c359bd-2333-5cb5-a40c-a7522e5d092b,c7c359bd-2333-5cb5-a40c-a7522e5d092b,e65eaa31-8579-448d-a22c-88a8fde64409:c7c359bd-2333-5cb5-a40c-a7522e5d092b,True,leaf outline with direct text candidate
153,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:d73ad392f1469d40,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,e3c19ab7-e7a0-5524-9d88-c48bc3a13fdc,Add a custom port forwarding service,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > Add a custom port forwarding service,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:47c6784e46f38136,3,True,0,0,1,1,1,1,2022,2022,506,506,140,141,P5,0,1,1,2e1c137e-3319-584a-91ad-84969b5cd7aa,2e1c137e-3319-584a-91ad-84969b5cd7aa,e65eaa31-8579-448d-a22c-88a8fde64409:2e1c137e-3319-584a-91ad-84969b5cd7aa,True,leaf outline with direct text candidate
154,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:0e4b8818738323e5,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,dd280dfd-ae6e-59fb-9e3a-b73b9090f1e3,Edit a port forwarding service,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > Edit a port forwarding service,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:47c6784e46f38136,3,True,0,0,1,1,1,1,866,866,217,217,141,141,P5,0,1,1,2ed0f550-d321-5128-adb1-e9c20e3caf10,2ed0f550-d321-5128-adb1-e9c20e3caf10,e65eaa31-8579-448d-a22c-88a8fde64409:2ed0f550-d321-5128-adb1-e9c20e3caf10,True,leaf outline with direct text candidate
155,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4c371fdde86b5510,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,380c6d1f-08a5-5b23-8428-cd11d78ab802,Delete a port forwarding entry,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > Delete a port forwarding entry,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:47c6784e46f38136,3,True,0,0,1,1,1,1,747,747,187,187,142,142,P5,0,1,1,af31b6ec-73a8-5529-8fa5-da1f467d1bef,af31b6ec-73a8-5529-8fa5-da1f467d1bef,e65eaa31-8579-448d-a22c-88a8fde64409:af31b6ec-73a8-5529-8fa5-da1f467d1bef,True,leaf outline with direct text candidate
156,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:92de03712d452a04,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,a6b78b50-769a-5606-b6d0-ec89227bcfb3,Application example: Make a local web server public,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > Application example: Make a local web server public,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:47c6784e46f38136,3,True,0,0,1,1,1,1,934,934,234,234,142,142,P5,0,1,1,34ec1d15-40f7-55a5-9772-135ebc91324b,34ec1d15-40f7-55a5-9772-135ebc91324b,e65eaa31-8579-448d-a22c-88a8fde64409:34ec1d15-40f7-55a5-9772-135ebc91324b,True,leaf outline with direct text candidate
157,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:0531809d109e3667,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,1c0e8422-8c52-5dd9-a100-213c0b4862c5,How the router implements the port forwarding rule,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > How the router implements the port forwarding rule,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:47c6784e46f38136,3,True,0,0,1,1,1,1,926,926,232,232,143,143,P5,0,1,1,0b8e2055-6f61-572f-84da-42d70195ba7b,0b8e2055-6f61-572f-84da-42d70195ba7b,e65eaa31-8579-448d-a22c-88a8fde64409:0b8e2055-6f61-572f-84da-42d70195ba7b,True,leaf outline with direct text candidate
158,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:ee12576d4db79f08,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,e5a79d8f-8d5d-53ae-922f-de63c5656042,Port triggering,Manage Port Forwarding and Port Triggering > Port triggering,Manage Port Forwarding and Port Triggering,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:b34535a7de433f5f,2,False,3,3,1,4,1,4,1067,6592,267,1650,143,146,P5,0,3,4,d2ce6d68-be58-52a1-9de8-9d40801ff7a5,d2ce6d68-be58-52a1-9de8-9d40801ff7a5;7e9b0fc0-f9a6-580c-8f5b-d9ffe62c67c7;340cd592-e47c-5cb9-a17f-b6986fbed3b6;67f8eab0-6a22-5c7b-9f6c-d116e364dc33,e65eaa31-8579-448d-a22c-88a8fde64409:d2ce6d68-be58-52a1-9de8-9d40801ff7a5,False,"parent outline, heading-only, or no structural text candidate"
159,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c4b47fce310ee454,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,92088a7e-02f0-5dc5-a90e-447ecbab03cf,Add a port triggering service,Manage Port Forwarding and Port Triggering > Port triggering > Add a port triggering service,Manage Port Forwarding and Port Triggering > Port triggering,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:ee12576d4db79f08,3,True,0,0,1,1,1,1,1809,1809,453,453,144,145,P5,0,0,1,7e9b0fc0-f9a6-580c-8f5b-d9ffe62c67c7,7e9b0fc0-f9a6-580c-8f5b-d9ffe62c67c7,e65eaa31-8579-448d-a22c-88a8fde64409:7e9b0fc0-f9a6-580c-8f5b-d9ffe62c67c7,True,leaf outline with direct text candidate
160,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:28f0a72ba41ae872,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,e0ea30a6-cc39-5388-a493-1631b1db925c,Enable port triggering,Manage Port Forwarding and Port Triggering > Port triggering > Enable port triggering,Manage Port Forwarding and Port Triggering > Port triggering,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:ee12576d4db79f08,3,True,0,0,1,1,1,1,1105,1105,277,277,145,145,P5,0,1,1,340cd592-e47c-5cb9-a17f-b6986fbed3b6,340cd592-e47c-5cb9-a17f-b6986fbed3b6,e65eaa31-8579-448d-a22c-88a8fde64409:340cd592-e47c-5cb9-a17f-b6986fbed3b6,True,leaf outline with direct text candidate
161,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:6676e5be2991e0f8,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,f019bc09-b509-57f2-8f00-44979ec281a4,Application example: Port triggering for Internet relay chat,Manage Port Forwarding and Port Triggering > Port triggering > Application example: Port triggering for Internet relay chat,Manage Port Forwarding and Port Triggering > Port triggering,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:ee12576d4db79f08,3,True,0,0,1,1,1,1,2611,2611,653,653,145,146,P5,0,1,1,67f8eab0-6a22-5c7b-9f6c-d116e364dc33,67f8eab0-6a22-5c7b-9f6c-d116e364dc33,e65eaa31-8579-448d-a22c-88a8fde64409:67f8eab0-6a22-5c7b-9f6c-d116e364dc33,True,leaf outline with direct text candidate
162,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c3af076f92c5ed8d,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,8ed9c0bc-8f24-5603-9091-769b99c5e171,Troubleshooting,Troubleshooting,[ROOT],,1,False,8,19,1,20,1,20,572,16262,143,4074,147,156,P5,0,17,19,93564cdc-b9be-5003-8d0f-381a4d7cf41f,93564cdc-b9be-5003-8d0f-381a4d7cf41f;b5e4cf3c-ea45-5cde-afb0-48a361b4db9b;63debb74-88a8-5b3c-bde8-04a677ac56c7;d542a232-92c1-58c8-8c71-58dcdd9d87b0;39daa66a-c631-5cec-aaff-699fcdd0f47f;fe260b55-1994-59d9-a1d0-bc6b454ad9cc;48cb81fd-084d-5c51-9e7e-697baa4ec6f4;21ccea99-0207-56f5-9a25-6825b90b3b6b;6b71d462-878a-5a3c-bcd1-cc0c4c0eda41;b08e3502-c165-5543-8285-14dcebdc33a1;67345d86-29ac-5778-8a68-f1ea126891ba;5e4c620b-8e9a-595e-b473-d20226e52eb0;e285a9f0-a46a-5cf5-ac4d-2b173ede15a6;2e503aca-cddf-5ed3-a289-418796446caa;e7004a46-44c8-5b2a-bb26-3cbaf8b649e4;8a1f36b5-aaaa-557d-a7c6-8b9086b7070f;6fddf705-f785-5ad9-8645-470660354f7c;688ede0a-7912-51aa-bc85-3ae9ad749feb;b60d283b-acea-5673-be03-c506dc1df859;d6a2438e-ce2e-5744-b23d-64355bb7f3b2,e65eaa31-8579-448d-a22c-88a8fde64409:93564cdc-b9be-5003-8d0f-381a4d7cf41f,False,"parent outline, heading-only, or no structural text candidate"
163,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:22ae1f56a65ed9b0,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,2e53b620-b0fb-52cb-9cf9-c80581e642aa,Quick tips,Troubleshooting > Quick tips,Troubleshooting,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c3af076f92c5ed8d,2,False,4,4,1,5,1,5,69,1795,18,451,148,149,P5,0,5,5,b5e4cf3c-ea45-5cde-afb0-48a361b4db9b,b5e4cf3c-ea45-5cde-afb0-48a361b4db9b;63debb74-88a8-5b3c-bde8-04a677ac56c7;d542a232-92c1-58c8-8c71-58dcdd9d87b0;39daa66a-c631-5cec-aaff-699fcdd0f47f;fe260b55-1994-59d9-a1d0-bc6b454ad9cc,e65eaa31-8579-448d-a22c-88a8fde64409:b5e4cf3c-ea45-5cde-afb0-48a361b4db9b,False,"parent outline, heading-only, or no structural text candidate"
164,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:f67dde43cca3ccc5,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,ea05a55e-6e4c-5ba4-8dcc-bb74af8708b9,Sequence to restart your network,Troubleshooting > Quick tips > Sequence to restart your network,Troubleshooting > Quick tips,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:22ae1f56a65ed9b0,3,True,0,0,1,1,1,1,212,212,53,53,148,148,P5,0,1,1,63debb74-88a8-5b3c-bde8-04a677ac56c7,63debb74-88a8-5b3c-bde8-04a677ac56c7,e65eaa31-8579-448d-a22c-88a8fde64409:63debb74-88a8-5b3c-bde8-04a677ac56c7,True,leaf outline with direct text candidate
165,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:75bf225706b871e2,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,edd445b7-215c-587a-8d45-dfbdc18c5274,Check the power adapter and Ethernet cable connections,Troubleshooting > Quick tips > Check the power adapter and Ethernet cable connections,Troubleshooting > Quick tips,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:22ae1f56a65ed9b0,3,True,0,0,1,1,1,1,515,515,129,129,148,148,P5,0,1,1,d542a232-92c1-58c8-8c71-58dcdd9d87b0,d542a232-92c1-58c8-8c71-58dcdd9d87b0,e65eaa31-8579-448d-a22c-88a8fde64409:d542a232-92c1-58c8-8c71-58dcdd9d87b0,True,leaf outline with direct text candidate
166,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:2c74854a9298dec3,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,507a48d6-18e9-59e2-badc-082a981d0dfb,Check the WiFi settings,Troubleshooting > Quick tips > Check the WiFi settings,Troubleshooting > Quick tips,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:22ae1f56a65ed9b0,3,True,0,0,1,1,1,1,406,406,102,102,148,148,P5,0,1,1,39daa66a-c631-5cec-aaff-699fcdd0f47f,39daa66a-c631-5cec-aaff-699fcdd0f47f,e65eaa31-8579-448d-a22c-88a8fde64409:39daa66a-c631-5cec-aaff-699fcdd0f47f,True,leaf outline with direct text candidate
167,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:eb1f7b0380af998e,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,bbdf9b5d-b446-548a-a468-c0c05fc9eba9,Check the network settings,Troubleshooting > Quick tips > Check the network settings,Troubleshooting > Quick tips,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:22ae1f56a65ed9b0,3,True,0,0,1,1,1,1,593,593,149,149,148,149,P5,0,1,1,fe260b55-1994-59d9-a1d0-bc6b454ad9cc,fe260b55-1994-59d9-a1d0-bc6b454ad9cc,e65eaa31-8579-448d-a22c-88a8fde64409:fe260b55-1994-59d9-a1d0-bc6b454ad9cc,True,leaf outline with direct text candidate
168,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:2929711a1a8f04be,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,5a8994a2-d25d-5dda-84cb-773271348d67,Troubleshoot with the LEDs,Troubleshooting > Troubleshoot with the LEDs,Troubleshooting,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c3af076f92c5ed8d,2,False,5,5,1,6,1,6,50,2475,13,621,149,150,P5,0,6,6,48cb81fd-084d-5c51-9e7e-697baa4ec6f4,48cb81fd-084d-5c51-9e7e-697baa4ec6f4;21ccea99-0207-56f5-9a25-6825b90b3b6b;6b71d462-878a-5a3c-bcd1-cc0c4c0eda41;b08e3502-c165-5543-8285-14dcebdc33a1;67345d86-29ac-5778-8a68-f1ea126891ba;5e4c620b-8e9a-595e-b473-d20226e52eb0,e65eaa31-8579-448d-a22c-88a8fde64409:48cb81fd-084d-5c51-9e7e-697baa4ec6f4,False,"parent outline, heading-only, or no structural text candidate"
169,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:6cdd03f3614a1ab8,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,4fc6f65d-5875-5001-9491-8d285c11ca33,Standard LED behavior when the router is powered on,Troubleshooting > Troubleshoot with the LEDs > Standard LED behavior when the router is powered on,Troubleshooting > Troubleshoot with the LEDs,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:2929711a1a8f04be,3,True,0,0,1,1,1,1,395,395,99,99,149,149,P5,0,1,1,21ccea99-0207-56f5-9a25-6825b90b3b6b,21ccea99-0207-56f5-9a25-6825b90b3b6b,e65eaa31-8579-448d-a22c-88a8fde64409:21ccea99-0207-56f5-9a25-6825b90b3b6b,True,leaf outline with direct text candidate
170,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:8442cd09018fcfe2,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,aadb909f-8c30-5fd6-8c0d-58fdccb6ee94,LEDs never turn off,Troubleshooting > Troubleshoot with the LEDs > LEDs never turn off,Troubleshooting > Troubleshoot with the LEDs,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:2929711a1a8f04be,3,True,0,0,1,1,1,1,501,501,126,126,149,149,P5,0,1,1,6b71d462-878a-5a3c-bcd1-cc0c4c0eda41,6b71d462-878a-5a3c-bcd1-cc0c4c0eda41,e65eaa31-8579-448d-a22c-88a8fde64409:6b71d462-878a-5a3c-bcd1-cc0c4c0eda41,True,leaf outline with direct text candidate
171,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5cd070b790651b6f,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,86cb13c2-5471-5357-8e6b-4925b836a878,Power LED is off or blinking,Troubleshooting > Troubleshoot with the LEDs > Power LED is off or blinking,Troubleshooting > Troubleshoot with the LEDs,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:2929711a1a8f04be,3,True,0,0,1,1,1,1,677,677,170,170,150,150,P5,0,1,1,b08e3502-c165-5543-8285-14dcebdc33a1,b08e3502-c165-5543-8285-14dcebdc33a1,e65eaa31-8579-448d-a22c-88a8fde64409:b08e3502-c165-5543-8285-14dcebdc33a1,True,leaf outline with direct text candidate
172,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:336cd4ad401325c0,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,ea942fa8-b1c0-5bcb-a87c-8af3c319a6f8,Internet or Ethernet LAN port LEDs are off,Troubleshooting > Troubleshoot with the LEDs > Internet or Ethernet LAN port LEDs are off,Troubleshooting > Troubleshoot with the LEDs,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:2929711a1a8f04be,3,True,0,0,1,1,1,1,536,536,134,134,150,150,P5,0,1,1,67345d86-29ac-5778-8a68-f1ea126891ba,67345d86-29ac-5778-8a68-f1ea126891ba,e65eaa31-8579-448d-a22c-88a8fde64409:67345d86-29ac-5778-8a68-f1ea126891ba,True,leaf outline with direct text candidate
173,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5afba934c029b9ba,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,a6cb4333-7c86-51ae-9a2b-a5ce0389e935,WiFi LED is off,Troubleshooting > Troubleshoot with the LEDs > WiFi LED is off,Troubleshooting > Troubleshoot with the LEDs,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:2929711a1a8f04be,3,True,0,0,1,1,1,1,316,316,79,79,150,150,P5,0,1,1,5e4c620b-8e9a-595e-b473-d20226e52eb0,5e4c620b-8e9a-595e-b473-d20226e52eb0,e65eaa31-8579-448d-a22c-88a8fde64409:5e4c620b-8e9a-595e-b473-d20226e52eb0,True,leaf outline with direct text candidate
174,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5a4a9eed369ea641,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,ee16c879-a963-5e3b-9cb6-3d50095ec13d,You cannot log in to the router,Troubleshooting > You cannot log in to the router,Troubleshooting,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c3af076f92c5ed8d,2,True,0,0,1,1,1,1,2451,2451,613,613,151,151,P5,0,0,0,e285a9f0-a46a-5cf5-ac4d-2b173ede15a6,e285a9f0-a46a-5cf5-ac4d-2b173ede15a6,e65eaa31-8579-448d-a22c-88a8fde64409:e285a9f0-a46a-5cf5-ac4d-2b173ede15a6,True,leaf outline with direct text candidate
175,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:26632525d1e8244b,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,03f389f8-95aa-5f45-935d-01bbcdcf89d6,You cannot access the Internet,Troubleshooting > You cannot access the Internet,Troubleshooting,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c3af076f92c5ed8d,2,True,0,0,1,1,1,1,2982,2982,746,746,152,153,P5,0,0,1,2e503aca-cddf-5ed3-a289-418796446caa,2e503aca-cddf-5ed3-a289-418796446caa,e65eaa31-8579-448d-a22c-88a8fde64409:2e503aca-cddf-5ed3-a289-418796446caa,True,leaf outline with direct text candidate
176,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:6ca762548278f56e,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,d4acb6f9-29a4-5c08-86a3-4456f894a444,Troubleshoot Internet browsing,Troubleshooting > Troubleshoot Internet browsing,Troubleshooting,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c3af076f92c5ed8d,2,True,0,0,1,1,1,1,1129,1129,283,283,153,153,P5,0,1,1,e7004a46-44c8-5b2a-bb26-3cbaf8b649e4,e7004a46-44c8-5b2a-bb26-3cbaf8b649e4,e65eaa31-8579-448d-a22c-88a8fde64409:e7004a46-44c8-5b2a-bb26-3cbaf8b649e4,True,leaf outline with direct text candidate
177,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:9c32743864313ce3,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,0664c6a4-1064-5148-9e16-6d833b5ce4e7,Changes are not saved,Troubleshooting > Changes are not saved,Troubleshooting,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c3af076f92c5ed8d,2,True,0,0,1,1,1,1,403,403,101,101,154,154,P5,0,1,1,8a1f36b5-aaaa-557d-a7c6-8b9086b7070f,8a1f36b5-aaaa-557d-a7c6-8b9086b7070f,e65eaa31-8579-448d-a22c-88a8fde64409:8a1f36b5-aaaa-557d-a7c6-8b9086b7070f,True,leaf outline with direct text candidate
178,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:392ff4fbd7ee9772,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,31f05bc4-1878-55f2-b4ff-69a435878f93,Troubleshoot WiFi connectivity,Troubleshooting > Troubleshoot WiFi connectivity,Troubleshooting,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c3af076f92c5ed8d,2,True,0,0,1,1,1,1,1221,1221,306,306,154,154,P5,0,1,1,6fddf705-f785-5ad9-8645-470660354f7c,6fddf705-f785-5ad9-8645-470660354f7c,e65eaa31-8579-448d-a22c-88a8fde64409:6fddf705-f785-5ad9-8645-470660354f7c,True,leaf outline with direct text candidate
179,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:be3ef89d10a8bdd8,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,64e46f15-8a80-57b1-ace6-8706f4a78409,Troubleshoot your network using the ping utility,Troubleshooting > Troubleshoot your network using the ping utility,Troubleshooting,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:c3af076f92c5ed8d,2,False,2,2,1,3,1,3,254,3234,64,810,155,156,P5,0,2,3,688ede0a-7912-51aa-bc85-3ae9ad749feb,688ede0a-7912-51aa-bc85-3ae9ad749feb;b60d283b-acea-5673-be03-c506dc1df859;d6a2438e-ce2e-5744-b23d-64355bb7f3b2,e65eaa31-8579-448d-a22c-88a8fde64409:688ede0a-7912-51aa-bc85-3ae9ad749feb,False,"parent outline, heading-only, or no structural text candidate"
180,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:9ad236fa74b89647,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,a4425cca-558f-5d10-b10c-c3bacaf90bf4,Test the LAN path to your router,Troubleshooting > Troubleshoot your network using the ping utility > Test the LAN path to your router,Troubleshooting > Troubleshoot your network using the ping utility,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:be3ef89d10a8bdd8,3,True,0,0,1,1,1,1,1401,1401,351,351,155,155,P5,0,1,1,b60d283b-acea-5673-be03-c506dc1df859,b60d283b-acea-5673-be03-c506dc1df859,e65eaa31-8579-448d-a22c-88a8fde64409:b60d283b-acea-5673-be03-c506dc1df859,True,leaf outline with direct text candidate
181,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:3d0101989fca1bb6,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,3e8b8065-a404-5e06-80dd-01e8d288b2db,Test the path from a Windows-based computer to a remote device,Troubleshooting > Troubleshoot your network using the ping utility > Test the path from a Windows-based computer to a remote device,Troubleshooting > Troubleshoot your network using the ping utility,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:be3ef89d10a8bdd8,3,True,0,0,1,1,1,1,1579,1579,395,395,156,156,P5,0,0,1,d6a2438e-ce2e-5744-b23d-64355bb7f3b2,d6a2438e-ce2e-5744-b23d-64355bb7f3b2,e65eaa31-8579-448d-a22c-88a8fde64409:d6a2438e-ce2e-5744-b23d-64355bb7f3b2,True,leaf outline with direct text candidate
182,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:d2f327c49d409f7f,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,faa95ecf-e633-59c2-a52d-960c961ed051,Supplemental Information,Supplemental Information,[ROOT],,1,False,2,2,1,3,1,3,149,3328,38,834,157,160,P5,2,1,1,9d7dc9eb-7433-5d3a-897d-91aa91672789,9d7dc9eb-7433-5d3a-897d-91aa91672789;b9c99248-6e07-5e14-9035-cdd1fe152a11;cf906c72-f252-5ee1-85d2-f4e0bd708646,e65eaa31-8579-448d-a22c-88a8fde64409:9d7dc9eb-7433-5d3a-897d-91aa91672789,False,"parent outline, heading-only, or no structural text candidate"
183,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41c9cb735a542932,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,13fe6f1b-6988-5e6f-a64f-ea10b5c6f7e1,Factory settings,Supplemental Information > Factory settings,Supplemental Information,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:d2f327c49d409f7f,2,True,0,0,1,1,1,1,1542,1542,386,386,158,159,P5,1,0,0,b9c99248-6e07-5e14-9035-cdd1fe152a11,b9c99248-6e07-5e14-9035-cdd1fe152a11,e65eaa31-8579-448d-a22c-88a8fde64409:b9c99248-6e07-5e14-9035-cdd1fe152a11,True,leaf outline with direct text candidate
184,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:6bc46cf08a463778,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,70ad2575-3741-5dcc-a038-8342892aa96f,Technical specifications,Supplemental Information > Technical specifications,Supplemental Information,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:d2f327c49d409f7f,2,True,0,0,1,1,1,1,1637,1637,410,410,159,160,P5,1,0,0,cf906c72-f252-5ee1-85d2-f4e0bd708646,cf906c72-f252-5ee1-85d2-f4e0bd708646,e65eaa31-8579-448d-a22c-88a8fde64409:cf906c72-f252-5ee1-85d2-f4e0bd708646,True,leaf outline with direct text candidate
